title,price,area,type,address,description,law,type_estate,province,district,bedroom,toilet,floor,direction,entrance_width,width,image_links,phonenumber,geo_code
Bán đất mặt tiền quốc lộ n2 10x49m thị trấn hậu nghĩa đức hòa long an giá 7.5 tỷ,7.5,495.0,Mua Bán,"Thị Trấn Hậu Nghĩa, Huyện Đức Hòa, Long An","<p>- Bán đất đường nhựa Quốc lộ N2 trục chính về các tỉnh Miền Tây thích hợp xây kho xưởng, biệt thự nhà vườn, nhà trọ, văn phòng công ty,...ở thị trấn Hậu Nghĩa, Đức Hòa,Long An</p><p>- Diện tích: 10x49m (495m2), giá: 7.5 tỷ </p><p>- Thổ cư 150m2, còn lại 345m2 đất lúa, sổ hồng riêng </p><p>- Vị trí nằm trên đường nhựa xe tải lớn, xe container lưu thông thoải mái </p><p>*** Anh chị có nhu cầu mua đất liên hệ gặp Kim Cúc qua số 0949.861 287, 0786.7978 99 hoặc (zalo) 0949.861 287 để xem đất và cọc ngay nhé . </p><p>*** Ngoài ra, Kim Cúc có nhận ký gửi cho thuê, mua bán kho, nhà xưởng, đất lớn công mẫu, đất nền, nhà ở, nhà trọ , nhận làm giấy chứng nhận QSDĐ, đo vẽ, làm thủ tục hoàn công, anh chị có nhu cầu alo Kim Cúc theo số: 0949861287, 0786797899 hoặc (zalo) 0949861287. Xin chân thành cám ơn.<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Long An,Đức Hòa,,,,,,,https://nhadat24h.net//Upload/User/DangTin/2024/Images/325169/e3eb663e-637b-4ae1-8733-d540ff7c59fc.jpg,0949861287,"[10.8947791, 106.3930829]"
Bán nhà mới xây dựng kdc văn hoá tây đô cái răng,4.9,65.0,Mua Bán,"Quốc Lộ 1, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ","<p> Bán nhà 1 trệt 2 lầu mới xây xong, nội thất cao cấp, hiện đại<br/>👉 Vị trí: Đường số 7, KDC Văn Hoá Tây Đô, P. Hưng Thạnh, Q. Cái Răng, TP. Cần Thơ<br/>💰 Giá: 4,9 tỷ<br/>📐 Diện tích: 5*13=65 (Tổng DTSD 204m) <br/>⚖️ Sổ hồng hoàn công<br/>✅ Hướng Tây Nam, Lộ 9m (có đèn đường, camera, có lối thoát hiểm 2m)<br/>✅ Kết cấu :<br/> Nhà 1 trệt, 2 lầu, có 4 phòng ngủ, 4WC, phòng khách, bếp,...<br/>✅ Nội thất sang trọng, cao cấp, sử dụng khoá: thẻ từ, vân tay, trang bị đầy đủ sofa, bàn ăn, tủ lạnh, tủ rượu, tủ áo, giường, nệm,...<br/>✅ Tiện ích: Cách trường học cấp 1,2 và chợ 200m, gần bến xe, siêu thị Big C, KDC cao cấp, an ninh, không ngập nước,...<br/>📲☎️ LH: Sang võ</p>",Có Sổ đỏ,"Nhà biệt thự, liền kề",Cần Thơ,Cái Răng,4.0,4.0,3,Tây Nam,9 (m),5,https://nhadat24h.net//Upload/User/DangTin/2024/Images/319046/62cadfe7-213d-432e-863d-0cea9cf864c6.jpeg,0813211511,"[10.0074176, 105.7752578]"
Bán nền mặt tiền quốc lộ 61c đoạn giáp cần thơ,2.29,1535.0,Mua Bán,"Xã Nhơn Nghĩa A, Huyện Châu Thành A, Hậu Giang","<p><br/>NỀN MẶT TIỀN QUỐC LỘ 61C - ĐOẠN GẦN CẦU TRẦU HÔI, GIÁP RANH THÀNH PHỐ CẦN THƠ<br/><br/> Diện tích: 8,53 x 180 = 1535m2<br/> Hướng Tây Bắc<br/> Lộ giới: 15m, còn mở rộng 35m<br/> Sổ hồng - đất lúa<br/><br/> Vị trí: XÃ NHƠN NGHĨA A, HUYỆN CHÂU THÀNH A, TỈNH HẬU GIANG. <br/> Ưu Điểm: Giáp ranh với TP. Cần Thơ. Thích hợp xây kho bãi, kinh doanh VLXD, xưởng cơ khí, trạm dừng chân, kinh doanh quán cafe,... QL61C là tuyến nối Cần Thơ đi Kiên Giang, Long Xuyên,... Nên tiềm năng tăng giá rất cao. GẦN TRUNG TÂM ĐĂNG KIỂM CƠ GIỚI ĐƯỜNG BỘ TỈNH HẬU GIANG. NGANG QUỸ ĐẤT KHU CÔNG NGHIỆP NHƠN NGHĨA ĐANG QUY HOẠCH,...<br/><br/>💰💰💰Giá mới: 2 tỷ 290 triệu <br/></p>",Có Sổ đỏ,"Đất nông nghiệp, đất vườn",Hậu Giang,Châu Thành A,,,,Tây bắc,15 (m),8.35,https://nhadat24h.net//Upload/User/DangTin/2024/Images/319046/173dee6e-3db4-42ab-89fd-e67e0d970d5c.jpeg,0813211511,"[9.9433135, 105.6516413]"
Bán nhà đường trần nam phú 2 lầu rất đẹp,3.5,78.0,Mua Bán,"Trần Nam Phú, Phường An Khánh, Quận Ninh Kiều, Cần Thơ","<p>NHÀ TRỆT 2 LẦU RỘNG RÃI GIÁ RẺ GẦN ĐH Y DƯỢC TẶNG FULL NỘI THẤT GỖ CAO CẤP - HẺM 387 ĐƯỜNG TRẦN NAM PHÚ, PHƯỜNG AN KHÁNH, NINH KIỀU (CÁCH BỜ HỒ BÚN XÁNG 300M).<br/><br/>- Giá 3 TỶ 500 (Thương lượng giấy tờ )<br/>- Tặng kèm toàn bộ nội thất.<br/><br/>- Diện tích: 6 x 13 = 78m2.<br/>- Diện tích sử dụng: 222m2.<br/>- Pháp lý: 55,5m2 Thổ cư 22,5m2 đất vườn. Nhà đã hoàn công.<br/>✅ Hướng: Đông Nam.<br/>✅ Lộ giới: 3m, cách bờ kè sắp khởi công 20m.<br/>✅ Kết cấu: Nhà trệt 2 lầu xây kiên cố, rộng rãi, nội thất toàn bộ bằng gỗ cao cấp, thiết kế gồm sân trước sân bên hông đậu xe, phòng khách, 02 phòng ngủ, phòng thờ, không gian bếp, 03 wc, ban công, sân thượng thoáng mát.<br/>✅ Tiện ích: Nhà nằm gần Phố ẩm thực Hồ Bún xáng, sát bên bờ kè sắp khởi công. Khu vực dân cư đông đúc, an ninh, bán kính 200m gần Đại học Y dược, bệnh viện, nhà thuốc, phòng gym,.. rất thích hợp định cư lâu dài.<br/><br/><br/></p>",Có Sổ đỏ,Nhà trong ngõ,Cần Thơ,Ninh Kiều,2.0,3.0,3,Đông nam,3 (m),6,https://nhadat24h.net//Upload/User/DangTin/2024/Images/319046/acff84f3-c6a8-464c-82e7-eb44a77dad9a.jpeg,0813211511,"[10.0339967, 105.7595192]"
Bán nền đường trần phú ninh kiều,3.19,104.0,Mua Bán,"Trần Phú, Phường Cái Khế, Quận Ninh Kiều, Cần Thơ","NỀN SIÊU HIẾM HẺM 75 TRẦN PHÚ - QNK - TPCT <br/><br/>- Vị trí : nền tuyệt đẹp lộ đã năng cấp đô thị không ngập nước <br/><br/>- Tiện ích : Cách Trần Phú tầm 100m, TTTM Cái Khế 250m, đầy đủ tiện ích <br/>- Xây trọ mini house kinh doanh tại nhà hoặc nhà phố rộng ở định cư lâu dài .<br/><br/>- Lộ Giới : 4m bê tông ( ô tô tới nền )<br/>- Hướng : tây Bắc <br/>- Diện tích : 5.9m2 x 17.56m2 nở hậu 6.1 =104.8m2 <br/><p>- Giá bán : 3 tỷ 190 triệu </p>",Có Sổ đỏ,Nhà đất thổ cư,Cần Thơ,Ninh Kiều,,,,Tây bắc,4 (m),5.9,https://nhadat24h.net//Upload/User/DangTin/2024/Images/319046/cccccb55-2ca5-4f4a-8139-ff491440c6ba.jpeg,0813211511,"[10.0467895, 105.7818149]"
"Bán đất 10x 17.3m khu dân cư xã đức hòa đông, đức hòa, thổ cư 100 giá 2.3 tỷ",2.3,173.0,Mua Bán,"Xã Đức Hòa Đông, Huyện Đức Hòa, Long An","<p>- Bán nền đất thuộc xã Đức Hòa Đông, Đức Hòa, Long An nhánh đường tỉnh lộ 1</p><p> - Diện tích: 10 x 17.3m (173m2) giá 2.3 tỷ</p><p> - Sổ hồng riêng, thổ cư 100%</p><p> - Đường nhựa, đường thông, xe hơi tới đất</p><p> 📲📲 Anh chị có nhu cầu mua ở hoặc đầu tư liên hệ gặp Kim Cúc qua số điện thoại 0786.7978 99, 0949 861 287 hoặc 0786.7978 99 (zalo) để được đi xem đất và cọc ngay nhé</p><p> *** Ngoài ra, Kim Cúc có nhận ký gửi cho thuê, mua bán kho, nhà xưởng, đất lớn công mẫu, đất nền, nhà ở, nhà trọ , nhận làm giấy chứng nhận QSDĐ, đo vẽ, làm thủ tục hoàn công, anh chị có nhu cầu alo Kim Cúc theo số điện thoại 0786797899, 0949861287 hoặc 0786797899 (zalo). Xin chân thành cám ơn.<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Long An,Đức Hòa,,,,,11 (m),10,https://nhadat24h.net//Upload/User/DangTin/2023/Images/325169/81f2980d-fab9-46aa-8cc4-10131b138758.jpg,0949861287,"[10.8368488, 106.4870372]"
Bán đất 10x50m mặt tiền nhựa bàu sen xã hòa khánh đông đức hòa giá 4 tỷ 700tr,4.7,477.0,Mua Bán,"Xã Hòa Khánh Đông, Huyện Đức Hòa, Long An","<p>*** Bán mặt tiền nhựa Bàu Sen kinh doanh xã Hòa Khánh Đông, Đức Hòa, Long An</p><p>*** Diện tích: 10x50m (477m2) giá 4.7 tỷ. Trong đó: 132m2 đất thổ cư, 345m2 đất trồng cây </p><p>*** Đất thích hợp xây trọ cho công nhân viên thuê hoặc mở cửa hàng kinh doanh mua bán, có thể xây kho, xưởng, mặt bằng dịch vụ cho thuê hoặc sản xuất </p><p>*** Thổ cư toàn bộ, sổ hồng riêng. </p><p>*** Anh chị có nhu cầu mua đất liên hệ gặp Kim Cúc qua số 0949.861 287, 0786.7978 99 hoặc (zalo) 0949.861 287 để xem đất và cọc ngay nhé </p><p>*** Ngoài ra, Kim Cúc có nhận ký gửi cho thuê, mua bán kho, nhà xưởng, đất lớn công mẫu, đất nền, nhà ở, nhà trọ, anh chị có nhu cầu alo Kim Cúc theo số: 0949.861 287, 0786.7978 99 hoặc (zalo) 0949.861 287. Xin chân thành cám ơn.<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Long An,Đức Hòa,,,,,7 (m),10,https://nhadat24h.net//Upload/User/DangTin/2024/Images/325169/281020c8-0847-479c-9926-e900d97e682a.jpg,0949861287,"[10.8441859, 106.4197042]"
"Bán xưởng dệt nhuộm 11000m2 thuộc đức hòa, long an giá 90 tỷ lh 0949 861 287",90.0,11000.0,Mua Bán,"Xã Đức Hòa Hạ, Huyện Đức Hòa, Long An","<p>*** Bán xưởng 11.000m2 thuộc Đức Hòa, Long An</p><p>- Tổng diện tích khuôn viên: 11.000m2</p><p>Xưởng xây dựng: 6.300m2</p><p>Nhà văn phòng</p><p>Khu xử lý nước thải</p><p>- Xưởng dệt nhuộm đã và đang hoạt động ổn định 10 năm nay nên có đầy đủ giấy phép hoạt động, hóa đơn chứng từ</p><p>- Hệ thống xử lý nước thải đạt tiêu chuẩn, Pccc có thẩm định, công suất trạm điện 560kva.</p><p>- Xưởng bán toàn bộ quyền sử dụng đất, tài sản gắn liền với đất, DTM dệt nhuộm, toàn bộ máy móc Nhuộm</p><p>- Giá 90 tỷ</p><p>* Anh chị có nhu cầu mua xưởng liên hệ gặp Kim Cúc qua số 0949.861 287, 0786.7978 99 hoặc (zalo) 0949.861 287 để đi xem xưởng và cọc ngay nhé.</p><p>* Ngoài ra, Kim Cúc có nhận ký gửi cho thuê, mua bán kho, nhà xưởng, đất lớn công mẫu, đất nền, nhà ở, nhà trọ, anh chị có nhu cầu alo Kim Cúc theo số: 0949.861 287, 0786.7978 99 hoặc (zalo) 0949.861 287. Xin chân thành cám ơn.<br/><br/></p>",Có Sổ đỏ,"Nhà xưởng, mặt bằng, kho bãi",Long An,Đức Hòa,,,,,,,https://nhadat24h.net//Upload/User/DangTin/2024/Images/325169/b2f3fb25-3bde-4dac-9633-de6eca363264.jpg,0949861287,"[10.8155812, 106.4689869]"
"Bán đất 18x42.5m thổ cư 100 xã đức hòa thượng, đức hòa, long an gía 6.5 tỷ",6.5,765.0,Mua Bán,"Xã Đức Hòa Thượng, Huyện Đức Hòa, Long An","<p>*** Bán nền đất thổ cư, mặt tiền đường bê tông xã Đức Hòa Thượng, Đức Hòa, Long An</p><p>- Thích hợp xây kho, xưởng chứa hàng sản xuất hoặc nhà, biệt thự vườn. </p><p>- Đường xe hơi tới đất, đường thông </p><p>- Diện tích: 18x42.5m (765m2) giá 6.5 tỷ </p><p>*** Anh chị có nhu cầu vui lòng gọi số 0786.7978 99, 0949 861 287 hoặc 0786.7978 99 (zalo) gặp Kim Cúc để đi xem đất và cọc ngay nhé. </p><p>*** Ngoài ra, Kim Cúc có nhận ký gửi cho thuê, mua bán kho, nhà xưởng, đất lớn công mẫu, đất nền, nhà ở, nhà trọ , anh chị có nhu cầu alo Kim Cúc theo số:0949861287, 0786797899 hoặc (zalo) 0949861287. Xin chân thành cám ơn.<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Long An,Đức Hòa,,,,,5 (m),18,https://nhadat24h.net//Upload/User/DangTin/2023/Images/325169/727906e0-e37a-4cb5-843a-c531b9e9672d.jpg,0949861287,"[10.8737372, 106.4428827]"
Bán đất xây trọ xây kho 10m x 32m xã đức hòa đông đức hòa long an giá 3 tỷ,3.0,320.0,Mua Bán,"Xã Đức Hòa Đông, Huyện Đức Hòa, Long An","- Cần bán nền đất xây trọ, xây kho xã Đức Hòa Đông, Đức Hòa, Long An
<br/>- Diện tích: 10m x 32m (320m2).
<br/>- Giá chỉ có: 3 tỷ.
<br/>- Sổ hồng riêng.
<br/>- Nền được san lấp cao ráo, cứng cáp, có thể xây dựng ngay.
<br/>- Đường bê tông xe hơi chạy thoải mái
<br/>- Đất vị trí khá đẹp gần ngay chợ , Bách Hóa Xanh,, dân cư xung quanh đông đúc, thân thiện, đi 5 phút là tới các cụm KCN
<br/>- Đất khá thích hợp để xây ở, xây nhà vườn, xây trọ, kho nhỏ hoặc muốn đầu tư mua đi bán lại thì quá tiềm năng.
<br/>*** Anh chị có nhu cầu vui lòng gọi số 0949 861 287, 0786.7978 99 hoặc 0786.7978 99 (zalo) gặp Kim Cúc để đi xem đất và cọc ngay nhé.
<br/>=== === Ngoài ra, Kim Cúc có nhận ký gửi mua bán hoặc cho thuê đất công , mẫu, kho xưởng, đất nền, nhà, nhà trọ, thi công xây nhà, nhà xưởng, nhận làm giấy chứng nhận QSDĐ, đo vẽ, làm thủ tục hoàn công,chuyển mục đích sử dụng đất,... anh chị có nhu cầu vui lòng liên hệ số 0786.7978 99, 0949.8612 87 hoặc 0786.7978 99(zalo) . Xin chân thành cám ơn.",Có Sổ đỏ,Nhà đất thổ cư,Long An,Đức Hòa,,,,,5 (m),5,https://nhadat24h.net//Upload/User/DangTin/2023/Images/325169/126ec6c8-0f81-4501-8694-df7eaab50ac7.jpg,0949861287,"[10.8368488, 106.4870372]"
Bán xưởng 3460m2 xã đức hòa đông đức hòa long an giá 45 tỷ lh 0949 861 287,45.0,3460.0,Mua Bán,"Xã Đức Hòa Đông, Huyện Đức Hòa, Long An","- Bán xưởng thuộc xã Đức Hòa Đông, Đức Hòa, Long An<br/>- Tổng diện tích: ĐẤT 3.460 m2, trong đó: 2.295m2 đất SKC, 1.165m2 đất lúa<br/>- Ngang 30m x dài 110m nở bụng<br/>- Xưởng xây dựng hoàn chỉnh 2.200 m2, hệ thống PCCC và trạm điện 640 KVA, cùng với thỏa thuận môi trường sẳn có.<br/>- Mặt tiền đường nhựa rộng 12m<br/>- Giá 45 tỷ<br/>*** Anh chị có nhu cầu mua xưởng liên hệ gặp Kim Cúc qua số 0949.861 287, 0786.7978 99 hoặc (zalo) 0949.861 287 để xem xưởng và cọc ngay nhé<br/><br/>*** Ngoài ra, Kim Cúc có nhận ký gửi cho thuê, mua bán kho, nhà xưởng, đất lớn công mẫu, đất nền, nhà ở, nhà trọ, anh chị có nhu cầu alo Kim Cúc theo số: 0949861287, 0786797899 hoặc (zalo) 0949861287. Xin chân thành cám ơn.",Có Sổ đỏ,"Nhà xưởng, mặt bằng, kho bãi",Long An,Đức Hòa,,,,,12 (m),30,https://nhadat24h.net//Upload/User/DangTin/2024/Images/325169/aa2730c9-6ca3-4a11-b6df-f48911090853.jpg,0949861287,"[10.8368488, 106.4870372]"
Bán đất 16 3 x52m 900m2 thổ cư mỹ hạnh bắc đức hòa long an giá 5 tỷ 300tr,5.3,900.0,Mua Bán,"Xã Mỹ Hạnh Bắc, Huyện Đức Hòa, Long An","<p>*** Bán nền đất thuộc ấp Rừng Sến, xã Mỹ Hạnh Bắc, Đức Hòa, Long An</p><p>*** Diện tích: 16.3x52 (900m2). </p><p>*** Đất thổ cư toàn bộ </p><p>*** Sổ hồng riêng </p><p>*** Giá: 5.3 tỷ ( 5 tỷ 300tr) </p><p>*** Đường xe hơi tới đất, đường thông </p><p>*** Đất thích hợp xây nhà vườn, biệt thự, kho chứa hàng,... </p><p>*** Anh chị có nhu cầu mua ở hoặc đầu tư liên hệ gặp Kim Cúc qua số 0786 7978 99 - 0949 861 287 hoặc zalo 0786 7978 99 để đi xem đất và cọc ngay nhé </p><p>*** Ngoài ra, Kim Cúc có nhận ký gửi cho thuê, mua bán kho, nhà xưởng, đất lớn công mẫu, đất nền, nhà ở, nhà trọ , nhận làm giấy chứng nhận QSDĐ, đo vẽ, làm thủ tục hoàn công, anh chị có nhu cầu alo Kim Cúc theo số 0786797899 - 0949861287 hoặc zalo 0786797899. Xin chân thành cám ơn.<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Long An,Đức Hòa,,,,,5 (m),16.3,https://nhadat24h.net//Upload/User/DangTin/2024/Images/325169/8bf24bf7-e695-4f95-8359-3ec451e8b6e6.jpg,0949861287,"[10.8781954, 106.4913901]"
"Bán đất 10x20m ấp bình lợi, xã hòa khánh đông, đức hòa, long an giá 1.6 tỷ",1.6,206.0,Mua Bán,"Xã Hòa Khánh Đông, Huyện Đức Hòa, Long An","<p>*** Bán nền đất thuộc ấp Bình Lợi, xã Hòa Khánh Đông, Đức Hòa, Long An cách tỉnh lộ 825 tầm 600m</p><p>*** Diện tích: 10x20m (206m2). </p><p>*** Đất thổ cư toàn bộ </p><p>*** Sổ hồng riêng </p><p>*** Giá chỉ có: 1.6 tỷ giá quá rẻ so với các nền xung quanh </p><p>*** Đường xe hơi tới đất </p><p>🧱 Đất gò cao, thích hợp xây nhà vườn, kho nhỏ chứa hàng,... </p><p>*** Anh chị có nhu cầu vui lòng gọi số 0786.7978 99, 0949 861 287 hoặc 0786.7978 99 (zalo) gặp Kim Cúc để đi xem đất và cọc ngay nhé. </p><p>=== === Ngoài ra, Kim Cúc có nhận ký gửi mua bán hoặc cho thuê đất công , mẫu, kho xưởng, đất nền, nhà, nhà trọ, thi công xây nhà, nhà xưởng, nhận làm giấy chứng nhận QSDĐ, đo vẽ, làm thủ tục hoàn công,chuyển mục đích sử dụng đất,... anh chị có nhu cầu vui lòng liên hệ số 0786797899, 0949861287 hoặc 0786797899(zalo) . Xin chân thành cám ơn.<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Long An,Đức Hòa,,,,,5 (m),10,https://nhadat24h.net//Upload/User/DangTin/2024/Images/325169/686c17f1-8f5f-45bd-a03b-0f60ee5e1bec.jpg,0949861287,"[10.8441859, 106.4197042]"
"Đất ngộp bán 10x37m xã đức lập hạ, đức hòa, long an, sổ riêng giá 2 tỷ 950tr",2.95,367.0,Mua Bán,"Xã Đức Lập Hạ, Huyện Đức Hòa, Long An","<p>♻️♻️♻️♻️ ĐẤT GIÁ NGỘP - GIÁ ĐẦU TƯ ♻️♻️♻️♻️</p><p>*** Bán nền đất mặt tiền nhựa Bàu Sen thuộc xã Đức Lập Hạ, Đức Hòa, Long An </p><p>*** Diện tích: 10x37m (367m2). </p><p>*** Đất thổ cư toàn bộ </p><p>*** Sổ hồng riêng </p><p>*** GIÁ NGỘP CHỈ CÓ: 2 tỷ 950tr </p><p>*** Đường nhựa xe hơi, xe tải lưu thông thoải mái </p><p>🧱 Gần đất Xung quanh dân cư đông, có kho xưởng, nhà trọ, đất thích hợp xây nhà vườn, nhà trọ, kho nhỏ chứa hàng,... </p><p>📲📲 Liên hệ Kim Cúc: 0786 7978 99 - 0949 861 287 để xem đất và cọc ngay <br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Long An,Đức Hòa,,,,,7 (m),10,https://nhadat24h.net//Upload/User/DangTin/2024/Images/325169/10f9b97c-b83e-4959-9275-690ce149a590.jpg,0949861287,"[10.9148497, 106.4303639]"
Hot bán đất đường nhựa 6x 17 5m xã đức hòa hạ đức hòa giá chỉ có 1 tỷ 500tr,1.5,105.0,Mua Bán,"Xã Đức Hòa Hạ, Huyện Đức Hòa, Long An","<p>- HOT! HOT! Kẹt tiền bán gấp nền đất thuộc xã Đức Hòa Hạ, Đức Hòa, Long An</p><p>- Diện tích: 6 x 17.5m (105m2) giá bán rẻ hơn thị trường chỉ có 1.5 tỷ </p><p>- Sổ hồng riêng, thổ cư 100% </p><p>- Đường nhựa 10m, đường thông, xe hơi tới đất, khu dân cư đông đúc, an ninh, sạch sẽ, giáp ranh ngay tp. HCM </p><p>📲📲 Anh chị có nhu cầu mua ở hoặc đầu tư liên hệ gặp Kim Cúc qua số 0786.7978 99, 0949.861 287 hoặc (zalo) 0786.7978 99 để được đi xem đất và cọc ngay nhé </p><p>*** Ngoài ra, Kim Cúc có nhận ký gửi cho thuê, mua bán kho, nhà xưởng, đất lớn công mẫu, đất nền, nhà ở, nhà trọ , nhận làm giấy chứng nhận QSDĐ, đo vẽ, làm thủ tục hoàn công, anh chị có nhu cầu alo Kim Cúc theo số 0786.7978 99, 0949.861 287 hoặc (zalo) 0786.7978 99 . Xin chân thành cám ơn.<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Long An,Đức Hòa,,,,,10 (m),5,https://nhadat24h.net//Upload/User/DangTin/2023/Images/325169/51a6ec19-b468-4251-92b1-a974de37ebdd.jpg,0949861287,"[10.8155812, 106.4689869]"
"Bán đất 14x70 xã hòa khánh nam, đức hòa, long an giá 6.4 tỷ, shr, xây kho",6.4,948.0,Mua Bán,"Xã Hòa Khánh Nam, Huyện Đức Hòa, Long An","<p>- Bán nền đất xã Hòa Khánh Nam, Đức Hòa, Long An, vị trí khá đẹp, dân cư đông</p><p>- Diện tích: 14x70 = 948m2 (Trong đó: 200m2 thổ, 748m2 vườn) </p><p>- Giá 6.4 tỷ </p><p>- Sổ hồng riêng </p><p>- Cách Quốc lộ N2 tầm 1.2km, đường thông suốt, tải lớn,... </p><p>- Thích hợp làm nhà, biệt thự vườn, kho bãi chứa hàng </p><p>- Đất vuông vức, cứng cáp, xây sẵn ranh rõ ràng </p><p>*** Anh chị có nhu cầu mua đất liên hệ gặp Kim Cúc qua số 0949.861 287, 0786.7978 99 hoặc (zalo) 0949.861 287 để xem đất và cọc ngay nhé . </p><p>*** Ngoài ra, Kim Cúc có nhận ký gửi cho thuê, mua bán kho, nhà xưởng, đất lớn công mẫu, đất nền, nhà ở, nhà trọ , nhận làm giấy chứng nhận QSDĐ, đo vẽ, làm thủ tục hoàn công, anh chị có nhu cầu alo Kim Cúc theo số: 0949.861 287, 0786.7978 99 hoặc (zalo) 0949.861 287. Xin chân thành cám ơn.<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Long An,Đức Hòa,,,,,7 (m),14,https://nhadat24h.net//Upload/User/DangTin/2024/Images/325169/dbbe81db-53bf-4a54-b1a6-1a5b6df8dc2d.jpg,0949861287,"[10.8449566, 106.4182711]"
Bán nền đất thổ cư 3 5x35 5m xã hựu thạnh đức hòa long an giá 570tr,0.57,130.0,Mua Bán,"Xã Hựu Thạnh, Huyện Đức Hòa, Long An","<p>*** Bán nền đất ở ấp 1A, xã Hựu Thạnh, Đức Hòa, Long An</p><p>*** Diện tích: 3.5x35.5m nở hậu 4m (130m2) giá chỉ có 570tr </p><p>*** Đất thổ cư 100% </p><p>*** Sổ hồng riêng. </p><p>*** Đường xe hơi tới đất, đường thông </p><p>*** Anh chị có nhu cầu mua ở hoặc đầu tư alo gặp Kim Cúc 0786 7978 99 - 0949 861 287 hoặc zalo 0786.7978.99 để đi xem đất và cọc ngay nhé cả nhà ️️</p><p>** Ngoài ra, Kim Cúc có nhận ký gửi cho thuê, mua bán kho, nhà xưởng, đất lớn công mẫu, đất nền, nhà ở, nhà trọ , nhận làm giấy chứng nhận QSDĐ, đo vẽ, làm thủ tục hoàn công, anh chị có nhu cầu alo Kim Cúc theo số: 0786.7978.99 - 0949 861 287 hoặc zalo 0786.7978.99. Xin chân thành cám ơn.<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Long An,Đức Hòa,,,,,7 (m),,https://nhadat24h.net//Upload/User/DangTin/2024/Images/325169/4a1b39de-6108-4532-be05-cdd12ed41614.jpg,0949861287,"[10.8080935, 106.4470404]"
"Bán đất 10x 17.3m khu dân cư xã đức hòa đông, đức hòa, thổ cư 100 giá 2.3 tỷ",2.3,173.0,Mua Bán,"Xã Đức Hòa Đông, Huyện Đức Hòa, Long An","<p>- Bán nền đất thuộc xã Đức Hòa Đông, Đức Hòa, Long An nhánh đường tỉnh lộ 1</p><p> - Diện tích: 10 x 17.3m (173m2) giá 2.3 tỷ</p><p> - Sổ hồng riêng, thổ cư 100%</p><p> - Đường nhựa, đường thông, xe hơi tới đất</p><p> 📲📲 Anh chị có nhu cầu mua ở hoặc đầu tư liên hệ gặp Kim Cúc qua số điện thoại 0786.7978 99, 0949 861 287 hoặc 0786.7978 99 (zalo) để được đi xem đất và cọc ngay nhé</p><p> *** Ngoài ra, Kim Cúc có nhận ký gửi cho thuê, mua bán kho, nhà xưởng, đất lớn công mẫu, đất nền, nhà ở, nhà trọ , nhận làm giấy chứng nhận QSDĐ, đo vẽ, làm thủ tục hoàn công, anh chị có nhu cầu alo Kim Cúc theo số điện thoại 0786797899, 0949861287 hoặc 0786797899 (zalo). Xin chân thành cám ơn.<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Long An,Đức Hòa,,,,,11 (m),10,https://nhadat24h.net//Upload/User/DangTin/2023/Images/325169/81f2980d-fab9-46aa-8cc4-10131b138758.jpg,0949861287,"[10.8368488, 106.4870372]"
